heart_rate,respiration_rate,skin_temp,activity_level,step_count,galvanic_skin_response,stress_level
74.07609822659934,18.500970760806506,33.08098225100553,0.3598876173131201,33,0.5653881478401847,1
82.34285571818207,18.741216370369663,30.84509248341321,0.01667608254397418,0,0.45852840669814227,2
60.61117974862016,16.32937156354718,33.61026416529789,0.4403686588820956,42,0.48853087807972967,0
68.36577975056807,19.22832826046513,34.777735574813796,0.1451381980958426,17,0.5358032806825256,1
73.99271911706998,14.817080691499111,33.357059962778344,0.31738590626800056,36,0.45924193011965014,1
96.4698657328562,12.158789576749218,32.65214555858969,0.07460631661924791,7,0.6894937259798399,2
88.93708086434869,13.167049343126296,35.379124271641956,0.2366932566566322,28,0.47705305600569514,2
72.92628867938141,22.7318459805884,35.29005201098327,0.1958969337081721,20,0.46477326899715127,1
82.6358728607377,14.562323482701771,32.484650409746926,0.12723476097956787,14,0.36895195653502944,2
77.0505365025907,12.665154800607167,32.13443285413939,0.18735705757443066,21,0.49125941638435233,1
64.5850382595453,15.940973753579351,34.702334437277365,0.3019001690970285,53,0.2786316749822264,0
66.71923910631779,19.20230774546174,32.51256066169915,0.21226678475282426,28,0.3612233483472451,0
64.46204314877214,17.43317060167477,32.80494561969595,0.63391393054621,69,0.7752759426899494,0
74.11241335298442,16.11027892195251,32.50161047154474,0.2904713104279661,28,0.49117900313608465,1
76.58193354621301,18.58764958965923,34.824371103401546,0.5933726564663662,42,0.5653077186875093,1
57.10676952748111,16.184335909381545,33.57251495842088,0.14697168866585555,17,0.5276936597310388,0
85.63481777840279,12.548956268817369,33.31258547470087,0.010290877016477086,0,0.3252094024176214,2
75.37120005088366,13.525396188372603,32.63750370349179,0.3854372127278737,45,0.40393863571349825,1
73.36242069587094,18.175061936436233,34.54489842702714,0.1547662844611364,16,0.44031070338065403,1
71.7179243095719,11.936171323873257,34.38988882444235,0.6587074119492193,22,0.3207916452845203,0
90.88976503500056,14.566785276805959,34.49088694411015,0.5059802081227016,46,0.5129493983266279,2
73.11216983602486,18.031050943961322,32.32402402489099,0.0816363060074555,8,0.380984250182318,1
73.18277029281019,14.221271901813584,31.983400935610753,0.07823578598509985,10,0.5117178143388375,1
82.17900212410663,19.48740497944884,33.79755692657464,0.3104510751452787,33,0.6203797980284435,2
74.99292749154809,14.034081585627774,34.123057242552555,0.2684648684293864,27,0.6102460248529799,1
82.82166966274546,13.70175903748557,34.11727672106903,0.3020095253560791,26,0.5679197453786153,2
75.86991121171174,20.028434806176197,35.2081292979907,0.4817186321644898,67,0.342282443041765,1
75.6625556927225,11.854286185629636,33.26572604359429,0.11230471393431496,8,0.28105989749665905,1
87.00564941557317,8.376428753054899,34.886351249668046,0.25660619107959404,19,0.4882393039123514,2
74.38334688677719,13.484498994195402,31.66567995723029,0.28287770925149164,34,0.5213535728382409,1
65.99093654455795,15.835167915070503,32.19129003714631,0.4986161797616858,70,0.5500071947739039,0
62.40751955997672,16.128515890863227,33.88034280937156,0.3440321240839202,19,0.28130474075482814,0
75.5663286486438,18.712618945390865,33.81248915190211,0.36101492137614993,34,0.6852551596458357,1
65.33781384094596,15.901861676338553,34.28752061944844,0.0804537085862945,10,0.6526176334365931,0
82.48555548637643,12.672957803981067,35.41237670572498,0.307849191820759,37,0.34843793718191396,2
77.78186388849011,14.790238390916263,33.54826875251637,0.10598025849620878,9,0.5027496079163049,1
71.89243848954128,13.042428708091178,33.56092269450993,0.388620182028277,21,0.4356619249847825,0
68.46095013273384,13.92698452084538,33.18699082912035,0.260663229101669,24,0.35626214520740107,0
74.27052016971693,18.261893492164624,33.29504407515955,0.23553409054909225,30,0.5025094731510424,1
80.91937534272282,15.855234439789376,34.74706507025705,0.3163345820323558,26,0.45387079996317453,2
83.57603974263942,16.270711449719734,33.328215941570676,0.37746424750789226,55,0.5537570277680026,2
63.0582159418115,20.973075126802414,33.93402994151977,0.25931240098177416,32,0.6270287422485814,0
94.01540732469319,16.639826476031196,33.34228209682714,0.33612907855099994,53,0.7496831150594084,2
68.54815950239006,12.523057506886385,33.6844148361165,0.4530292920280155,65,0.48711517534771015,0
63.17803317526361,13.822008254721718,34.4525036675022,0.13166111944016484,15,0.5701227747426729,0
90.52205077068221,16.170243234502905,33.97078163793574,0.5218389032945432,38,0.4323617819118289,2
